Reference,Study,Group,Common_nam,SpID,Species,Order,BM,Guild,Type_hunting,Region,Country,Longitude,Latitude,Protected_Area,Access_point,N_hunted,N_control,Abund_hunted,Abund_control,SD_hunted,SD_control,unit,Distance_Km,RR,SamplingVar,Biome,HumanPopDens,TravelTime
"Nijman, 2004",26,Mammals,Hose¡¯s Langur,149,Presbytis hosei,Primates,6.5,Frug,SC,Asia,Indonesia,115.817,2.883,No,Settlement,6,44,9.5,17.67,3.082,4.204,groups/km2,4.25,-0.62,0.019,Tropical forest,0.26,3846
"Rosin and Swamy, 2013",64,Mammals,Brown-mantled tamarin,164,Saguinus fuscicollis,Primates,0.39,Omn,S,S America,Peru,-69.054,-12.534,Yes,Settlement,4,3,9.5,2.8,3.082,1.673,n/km2,1,1.222,0.145,Tropical forest,0.93,452
"Vinitpornsawan, 2013",47,Mammals,Sambar,163,Rusa unicolor,Cetartiodactyla,177.52,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,3.68,5.54,3.106,3.114,n 100-m segments with signs/km,7,-0.409,0.103,Tropical forest,4.73,574
"Derby, 2008",137,Mammals,Red Titi Monkey,303,Callicebus discolor,Primates,1.01,Omn,SC,S America,Ecuador,-76.399,-0.68,Yes,Road & Settlement,1,1,9.69,10.8,3.113,3.286,n/km2,1,-0.108,0.196,Tropical forest,4.88,1706
"Vinitpornsawan, 2013",47,Mammals,Sambar,163,Rusa unicolor,Cetartiodactyla,177.52,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,3.7,5.54,3.114,3.114,n 100-m segments with signs/km,5,-0.403,0.102,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Sambar,163,Rusa unicolor,Cetartiodactyla,177.52,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,3.46,5.54,3.114,3.114,n 100-m segments with signs/km,6,-0.47,0.113,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Sambar,163,Rusa unicolor,Cetartiodactyla,177.52,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,4.14,5.54,3.114,3.114,n 100-m segments with signs/km,8,-0.291,0.088,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Sambar,163,Rusa unicolor,Cetartiodactyla,177.52,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,5.32,5.54,3.114,3.114,n 100-m segments with signs/km,9,-0.04,0.066,Tropical forest,4.73,574
"Laurance et al., 2006",1,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Gabon,9.839,-1.916,No,Road,6,6,13.3,11.6,3.13,2.408,n 50-m plots with signs/1km transect,0.9,0.137,0.016,Tropical forest,0.71,895
Urquiza-Haas et al. 2011,134,Birds, Plain Chachalaca,120,Ortalis vetula,Galliformes,0.56,Frug,S,C America,Mexico,-89.716,18.935,No,Settlement,32,31,9.98,9.57,3.159,3.094,groups/10 km,3.5,0.043,0.007,Tropical forest,7.72,1565
"Begazo, 1999",49,Birds,Cinereus tinamou,66,Crypturellus cinereus,Tinamiformes,0.51,Frug,S,S America,Peru,-75.096,-4.815,Yes,Settlement,4,8,10,3,3.162,1.732,n/100km,4.5,1.204,0.067,Tropical forest,0.57,1045
"Begazo, 1999",50,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,S America,Peru,-73.081,-4.447,Yes,Settlement,14,7,10,10,3.162,3.162,n/100km,10.5,0.001,0.021,Tropical forest,5.83,2161
"Kano and Asato, 1994",25,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,S,Africa,Congo,17.311,2.505,No,Settlement,12,12,10,29.412,3.162,5.423,nests/km,22.5,-1.078,0.011,Tropical forest,1.23,559
"Peres, 1996",108,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,S America,Brazil,-70.85,-6.75,No,Settlement,26,32,10,10,3.162,3.162,n/km2,6,0,0.007,Tropical forest,1.11,1520
"Stokes et al., 2010",48,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,13,14,2.077,10.286,3.201,13.792,n/km2,1.25,-1.599,0.311,Tropical forest,0.85,4481
"Demmer et al., 2002",35,Birds,Parakeets,13,Aratinga spp,Psittaciformes,0.14,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,2.333,2.667,3.215,0.577,n/km,1.93,-0.132,0.648,Tropical forest,0.29,348
"Parry et al., 2009",85,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,S America,Brazil,-52.67,-0.801,No,Settlement,6,8,2.5,7.611,3.221,9.585,n/km2,5,-1.113,0.475,Tropical forest,0.53,299
"Peres, 1990",113,Mammals,Red howler monkey,5,Alouatta seniculus,Primates,6.15,Herb,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,10.4,5.4,3.225,2.324,n/km2,4.5,0.656,0.028,Tropical forest,0.33,4807
Endo et al 2010,57,Birds,Small Tinamous,67,"Crypturellus atrocapillus, C. bartletti, C. cinereus, C.soui, C. strigulosus, C. undulatus and C. variegatus",Tinamiformes,0.4,Frug,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,12.8,15.9,3.226,3.609,n/km2,2.7,-0.215,0.038,Tropical forest,0.08,1135
"Paciulli, 2004",102,Mammals,Pig-tailed Snub-nosed Monkey,287,Simias concolor,Primates,7.39,Herb,S,Asia,Indonesia,100.033,-2.635,No,Settlement,9,9,10.45,0.27,3.233,0.52,n/km2,4,3.656,0.422,Tropical forest,4.75,663
"Noss, 2000a",71,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,S,Africa,C.A.R.,16.262,2.964,Yes,Settlement,6,6,10.7,20.4,3.271,4.517,n/km2,2.5,-0.645,0.024,Tropical forest,5.19,259
"Begazo, 1999",49,Birds,Blu-throated piping guan,139,Pipile cumanensis,Galliformes,1.24,Frug,S,S America,Peru,-75.013,-4.992,Yes,Settlement,7,8,11,10,3.317,3.162,n/100km,18,0.096,0.025,Tropical forest,0.75,2256
"Lahm, 1993",11,Mammals,Crowned monkey,49,Cercopithecus pogonias,Primates,3.76,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,11.1,19.8,3.332,4.45,n/km2,2.5,-0.578,0.028,Tropical forest,0.87,619
Endo et al 2010,57,Birds,Spix's Guan,130,Penelope jacquacu,Galliformes,1.49,Frug,S,S America,Peru,-71.656,-11.732,Yes,Settlement,3,3,12.6,13.7,3.377,3.096,n/km2,2.7,-0.082,0.041,Tropical forest,0.08,1135
"Hayward, 2009",41,Mammals,Burchell's zebra,78,Equus quagga,Cetartiodactyla,400,Herb,SC,Africa,South Africa,28.848,-32.272,Yes,Settlement,4,4,1.69,0.688,3.38,1.375,n/100m,1.75,0.9,2,Subtropical forest,7.71,315
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,1.84,9.31,3.38,3.783,n 100-m segments with signs/km,3,-1.62,0.354,Tropical forest,4.73,574
"Peres and Nascimento, 2006",15,Birds,Tinamous,194,Tinamus spp.,Tinamiformes,1.2,Frug,S,S America,Brazil,-51.873,-7.687,Yes,Settlement,2,4,11.6,15.1,3.406,3.886,n/km2,2.75,-0.262,0.06,Tropical forest,1.44,1816
"Peres and Nascimento, 2006",15,Mammals,Tufted capuchin,173,Sapajus apella,Primates,2.5,Omn,S,S America,Brazil,-51.873,-7.687,Yes,Settlement,2,4,11.7,36.6,3.421,6.05,n/km2,2.75,-1.14,0.05,Tropical forest,1.44,1816
"Lahm, 1993",11,Mammals,Red river hog,148,Potamochoerus porcus,Cetartiodactyla,70,Omn,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,12,33.3,3.429,9.6,n/km2,2.5,-1.02,0.034,Tropical forest,0.87,619
Koerner et al. 2016,132,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,1.31,3.263,3.43,15,n/km2,#REF!,-0.912,0.309,Tropical forest,0.87,754.4
"Peres and Nascimento, 2006",15,Birds,Dark-winged Trumpeter,156,Psophia viridis,Gruiformes,1.07,Frug,S,S America,Brazil,-51.873,-7.687,Yes,Settlement,2,4,11.8,33.1,3.435,5.753,n/km2,2.75,-1.028,0.05,Tropical forest,1.44,1816
"Topp-J?rgensen et al., 2009",144,Mammals,Harvey's duiker,38,Cephalophus harveyi,Cetartiodactyla,14.5,Herb,S,Africa,Tanzania,35.967,-8.367,Yes,Settlement,1,1,11.9,22.8,3.45,4.775,trails/km,7.39,-0.65,0.128,Montane forest,16.97,627
"Begazo, 1999",49,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,S America,Peru,-75.013,-4.992,No,Settlement,7,8,12,18,3.464,4.243,n/100km,18,-0.404,0.019,Tropical forest,0.75,2256
"Nunez-Iturri et al., 2007",84,Mammals,Northern olingo,242,Bassaricyon gabbii,Carnivores,1.25,Frug,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,2,1.667,3.464,2.082,n/km,5.5,0.183,1.52,Tropical forest,0.29,482
"Peres, 1990",113,Mammals,Pygmy marmoset,29,Cebuella pygmaea,Primates,0.13,Omn,S,S America,Brazil,-67.098,-4.466,No,Settlement,10,10,12,2.8,3.464,1.673,n/km2,4.5,1.455,0.044,Tropical forest,0.33,4807
Endo et al 2010,57,Birds,Small Tinamous,67,"Crypturellus atrocapillus, C. bartletti, C. cinereus, C.soui, C. strigulosus, C. undulatus and C. variegatus",Tinamiformes,0.4,Frug,S,S America,Peru,-71.63,-11.864,Yes,Settlement,3,3,15.3,15.9,3.473,3.609,n/km2,15,-0.037,0.034,Tropical forest,0.08,1667
Endo et al 2010,57,Birds,Small Tinamous,67,"Crypturellus atrocapillus, C. bartletti, C. cinereus, C.soui, C. strigulosus, C. undulatus and C. variegatus",Tinamiformes,0.4,Frug,S,S America,Peru,-71.509,-11.964,Yes,Settlement,3,3,16.1,4.54,3.473,3.609,n/km2,30,1.266,0.226,Tropical forest,0.08,1706
"Marshall et al., 2005",99,Mammals,Udzungwa Red Colobus,283,Procolobus gordonorum,Primates,8.59,Herb,S,Africa,Tanzania,35.922,-8.098,Yes,Settlement,11,9,1.02,4.39,3.482,5.55,n/km,2.5,-1.458,1.237,Montane forest,15.77,139
"Blake et al., 2007",30,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Gabon,12.827,1.877,Yes,Road,3,5,7.531,3.211,3.504,0.925,n/km2,12.5,0.853,0.089,Tropical forest,0.79,3399
"Stokes et al., 2010",48,Mammals,Chimpanzee,121,Pan troglodytes,Primates,42.5,Frug,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,14,14,1.857,7.071,3.505,8.607,n/km2,3.25,-1.336,0.36,Tropical forest,0.85,4481
"Mena et al.,2000",81,Mammals,Kinkajou,217,Potos flavus,Carnivores,3,Frug,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,12.3,12.5,3.507,3.536,n/km2,2,-0.016,0.003,Tropical forest,0.27,1485
"Demmer et al., 2002",35,Birds,Scarlet Macaw,11,Ara macao,Psittaciformes,1.02,Omn,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,4.333,4.667,3.512,3.512,n/km,1.93,-0.073,0.408,Tropical forest,0.29,348
"Stokes et al., 2010",48,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,13,14,2.385,4.286,3.525,5.441,n/km2,20,-0.586,0.283,Tropical forest,0.85,4481
"Blake et al., 2013",136,Mammals,Black Agouti,229,Dasyprocta fuliginosa,Rodentia,3.5,Omn,SC,S America,Ecuador,-76.46,-0.632,Yes,Road,1,1,12.5,4,3.536,2,photos/100 trapdays,#REF!,1.14,0.33,Tropical forest,4.88,1656.8
"Lahm, 1993",11,Mammals,Moustached Monkey,45,Cercopithecus cephus,Primates,3.48,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,12.5,22,3.536,4.69,n/km2,2.5,-0.565,0.025,Tropical forest,0.87,619
"Mena et al.,2000",81,Mammals,Red brocket deer,100,Mazama americana,Cetartiodactyla,22.8,Herb,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,12.5,18.8,3.536,4.336,n/km2,2,-0.408,0.002,Tropical forest,0.27,1485
"Peres and Nascimento, 2006",15,Mammals,Red-rumped agouti,72,Dasyprocta leporina,Rodentia,3.02,Omn,S,S America,Brazil,-51.873,-7.687,Yes,Settlement,2,4,12.5,43.3,3.536,6.58,n/km2,2.75,-1.242,0.046,Tropical forest,1.44,1816
Endo et al 2010,57,Birds,Small Tinamous,67,"Crypturellus atrocapillus, C. bartletti, C. cinereus, C.soui, C. strigulosus, C. undulatus and C. variegatus",Tinamiformes,0.4,Frug,S,S America,Peru,-71.919,-11.798,Yes,Settlement,3,3,17.7,29.3,3.558,5.421,n/km2,2.7,-0.502,0.025,Tropical forest,0.08,1787
"Mena et al.,2000",81,Birds,White-throated tinamou,192,Tinamus guttatus,Tinamiformes,0.69,Frug,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,12.8,7.4,3.578,2.72,n/km2,2,0.549,0.004,Tropical forest,0.27,1485
"Muchaal and Ngandjui, 1999",14,Mammals,Grey-cheeked mangabey,95,Lophocebus albigena,Primates,7.69,Omn,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,27,13,0.65,0.85,3.585,3.57,n/5km ,30,-0.268,2.483,Tropical forest,5.59,233
"Wright et al., 2000",100,Mammals,Red-tailed Squirrel,286,Sciurus granatensis,Rodentia,0.25,Frug,SC,C America,Panama,-79.65,9.09,Yes,Settlement,17,17,12.874,37.012,3.588,6.084,n/km2,5,-1.055,0.006,Tropical forest,680.09,26
"Blake et al., 2013",136,Mammals,Spotted paca,70,Cuniculus paca,Rodentia,8.17,Omn,SC,S America,Ecuador,-76.46,-0.632,Yes,Road,1,1,13,47.8,3.606,6.914,photos/100 trapdays,#REF!,-1.301,0.098,Tropical forest,4.88,1656.8
"Muchaal and Ngandjui, 1999",14,Mammals,Crowned monkey,49,Cercopithecus pogonias,Primates,3.76,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,19,13,0.63,0.77,3.618,2.993,n/5km ,15,-0.2,2.898,Tropical forest,5.59,233
"Begazo, 1999",52,Birds,Toucan,160,Ramphastos spp,Piciformes,0.4,Frug,S,S America,Peru,-73.198,-4.337,Yes,Settlement,5,6,13.1,14.53,3.619,3.812,n/100km,2.5,-0.102,0.027,Tropical forest,5.83,1114
Koerner et al. 2016,132,Mammals,Moustached Monkey,45,Cercopithecus cephus,Primates,3.48,Frug,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,11.08,44.008,3.62,6.4,n/km2,#REF!,-1.378,0.002,Tropical forest,0.87,754.4
"Wright et al., 2000",100,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,SC,C America,Panama,-79.71,9.137,Yes,Settlement,16,17,13.295,98.844,3.646,9.942,n/km2,2.3,-2.004,0.005,Tropical forest,611.44,41
Espinosa-Andrade 2012,133,Birds,Grey-winged Trumpeter,153,Psophia crepitans,Gruiformes,1.03,Frug,SC,S America,Ecuador,-76.01,-0.7,Yes,Settlement,25,26,13.369,12.874,3.656,3.588,n/100 trap days,16.5,0.039,0.006,Tropical forest,0.25,1784
"Stokes et al., 2010",48,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,11,14,2.546,4.286,3.671,5.441,n/km2,13,-0.521,0.304,Tropical forest,0.85,4481
"Davies et al., 2008",147,Mammals, King Colobus,330,Colobus polykomos,Primates,9.92,Herb,SC,Africa,Sierra Leone,-10.957,7.603,No,Settlement,1,1,13.5,51.5,3.674,7.176,n/km2,0.98,-1.338,0.093,Tropical forest,3.82,410
"Brickle, 2002",34,Birds,Green peafowl,128,Pavo muticus,Galliformes,2.21,Inver,SC,Asia,Vietnam,107.724,13.094,No,Settlement,32,32,1.59,1.79,3.68,5.202,n calls/point count,5.5,-0.117,0.431,Tropical forest,7.85,298
"Peres, 1990",8,Mammals,Brown-mantled tamarin,164,Saguinus fuscicollis,Primates,0.39,Omn,S,S America,Brazil,-67.169,-5.08,No,Settlement,10,10,13.6,11.2,3.688,3.347,n/km2,4.5,0.194,0.016,Tropical forest,0.94,1737
"Fimbel et al, 2000",70,Mammals,Red duikers,35,"Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons",Cetartiodactyla,16.74,Herb,SC,Africa,Cameroon,15.37,2.32,No,Road & Settlement,15,15,2.45,15.12,3.695,36.695,n/km2,5,-1.818,0.544,Tropical forest,2.97,632
"Martinez-Morales, 1999",46,Birds,Cozumel curassow,63,Crax rubra griscomi,Galliformes,3.94,Frug,S,C America,Mexico,-86.916,20.45,No,Road & Settlement,90,90,0.298,0.871,3.71,2.614,n/km2,2,-1.07,1.825,Tropical forest,360.59,222
"Muchaal and Ngandjui, 1999",14,Mammals,Crowned monkey,49,Cercopithecus pogonias,Primates,3.76,Frug,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,27,13,0.76,0.77,3.741,2.993,n/5km ,30,-0.013,2.059,Tropical forest,5.59,233
"Begazo, 1999",50,Birds,Great tinamou,193,Tinamus major,Tinamiformes,1.03,Frug,S,S America,Peru,-73.007,-4.473,Yes,Settlement,3,7,14,10,3.742,3.162,n/100km,22,0.337,0.038,Tropical forest,5.83,2514
"Yasuoka, 2006",160,Mammals,Red duikers,35,"Cephalophus callipygus, C. dorsalis, C. leucogaster and C. nigrifrons",Cetartiodactyla,16.74,Herb,S,Africa,Cameroon,14.724,2.606,Yes,Settlement,2,2,14,10,3.742,3.162,n/km2,28,0.337,0.086,Tropical forest,2.972,2067
"Peres and Nascimento, 2006",15,Birds,White-crested Guan and Rusty-margined guan,134,Penelope pileata and P. superciliaris,Galliformes,1.29,Frug,S,S America,Brazil,-51.873,-7.687,Yes,Settlement,2,4,14.2,22.3,3.768,4.722,n/km2,2.75,-0.449,0.046,Tropical forest,1.44,1816
"Nunez-Iturri et al., 2007",84,Mammals,Red howler monkey,5,Alouatta seniculus,Primates,6.15,Herb,SC,S America,Peru,-70.917,-12.233,No,Settlement,158,175,1,1.6,3.771,3.969,n/km2,5.5,-0.47,0.125,Tropical forest,0.29,482
"Nunez-Iturri et al., 2007",84,Mammals,Red brocket deer,100,Mazama americana,Cetartiodactyla,22.8,Herb,SC,S America,Peru,-70.917,-12.233,No,Settlement,158,175,1.2,1.9,3.771,6.614,n/km2,5.5,-0.459,0.132,Tropical forest,0.29,482
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,3.7,9.31,3.775,3.783,n 100-m segments with signs/km,5,-0.922,0.121,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,6.3,9.31,3.775,3.783,n 100-m segments with signs/km,8,-0.39,0.052,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,8.39,9.31,3.775,3.783,n 100-m segments with signs/km,9,-0.104,0.037,Tropical forest,4.73,574
"Mena et al.,2000",81,Mammals,Red-bellied Titi Monkey,25,Callicebus moloch,Primates,0.85,Omn,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,14.3,19.4,3.782,4.405,n/km2,2,-0.305,0.002,Tropical forest,0.27,1485
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,2.83,9.31,3.783,3.783,n 100-m segments with signs/km,4,-1.19,0.195,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,4.37,9.31,3.783,3.783,n 100-m segments with signs/km,6,-0.756,0.091,Tropical forest,4.73,574
"Vinitpornsawan, 2013",47,Mammals,Wild boar,182,Sus scrofa,Cetartiodactyla,96.12,Herb,SC,Asia,Thailand,98.762,15.505,Yes,Settlement,10,10,5.46,9.31,3.783,3.783,n 100-m segments with signs/km,7,-0.533,0.065,Tropical forest,4.73,574
"Demmer et al., 2002",36,Birds,Keel-billed toucan,161,Ramphastos sulfuratus,Piciformes,0.41,Frug,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,3.667,2.667,3.786,2.082,n/km,0.68,0.319,0.558,Tropical forest,0.37,399
"Nunez-Iturri et al., 2007",84,Mammals,Southern Tamandua,209,Tamandua tetradactyla,Pilosa,5.52,Inver,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,2.667,4,3.786,3,n/km,5.5,-0.405,0.859,Tropical forest,0.29,482
"Muchaal and Ngandjui, 1999",14,Mammals,Bongo,199,Tragelaphus spekii,Cetartiodactyla,78,Herb,SC,Africa,Cameroon,12.48,3.06,Yes,Settlement,19,13,1.1,0.46,3.792,3.497,n/5km ,15,0.872,5.072,Tropical forest,5.59,233
"Aquino et al., 2014",143,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,SC,S America,Peru,-75.218,-1.619,No,Settlement,15,15,14.4,14.4,3.795,3.795,n/km2,18,0,0.009,Tropical forest,4.43,2385
"Paciulli, 2004",103,Mammals,Pagai Island Macaque,278,Macaca pagensis,Primates,4.53,Frug,S,Asia,Indonesia,100.292,-3.009,No,Settlement,9,9,14.45,13.73,3.801,3.705,n/km2,0.03,0.051,0.016,Tropical forest,11.49,804
Espinosa-Andrade 2012,133,Birds,Grey-winged Trumpeter,153,Psophia crepitans,Gruiformes,1.03,Frug,SC,S America,Ecuador,-77.127,-1.004,No,Settlement,23,26,14.689,12.874,3.833,3.588,n/100 trap days,3.8,0.133,0.006,Tropical forest,1.54,1484
"Noss, 2000a",71,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,S,Africa,C.A.R.,16.262,2.964,Yes,Settlement,6,6,14.8,20.4,3.847,4.517,n/km2,7.5,-0.321,0.019,Tropical forest,5.19,259
"Fimbel et al, 2000",70,Mammals,Blue duiker,136,Philantomba monticola,Cetartiodactyla,4.9,Frug,SC,Africa,Cameroon,15.37,2.32,No,Road & Settlement,15,15,3.61,3.82,3.863,34.215,n/km2,5,-0.056,5.425,Tropical forest,2.97,632
"Begazo, 1999",49,Birds,Undulated tinamou,68,Crypturellus undulatus,Tinamiformes,0.56,Frug,S,S America,Peru,-75.096,-4.815,Yes,Settlement,4,8,15,8,3.873,2.828,n/100km,4.5,0.629,0.032,Tropical forest,0.57,1045
"Kuehl et al., 2009",43,Mammals,Western gorilla,83,Gorilla gorilla,Primates,131.63,Herb,SC,Africa,Gabon,10.294,-2.119,Yes,Settlement,60,45,1.95,1.556,3.873,2.71,n nests/100 m,27.5,0.226,0.133,Tropical forest,0.49,748
"Wright et al., 2000",100,Mammals,Central American Agouti,73,Dasyprocta punctata,Rodentia,2.67,Omn,SC,C America,Panama,-79.65,9.09,Yes,Settlement,17,17,15.029,98.844,3.877,9.942,n/km2,5,-1.882,0.005,Tropical forest,680.09,26
"Hart, 2000",82,Mammals,Yellow back duiker,41,Cephalophus silvicultor,Cetartiodactyla,72.5,Herb,SC,Africa,D.R. Congo,28.573,1.403,Yes,Settlement,364,117,0.7,1.05,3.892,5.517,n/km2,15,-0.405,0.321,Tropical forest,3.54,212
Espinosa-Andrade 2012,133,Birds,Grey-winged Trumpeter,153,Psophia crepitans,Gruiformes,1.03,Frug,SC,S America,Ecuador,-76.441,-0.65,Yes,Settlement,26,26,15.456,12.874,3.931,3.588,n/100 trap days,3.9,0.184,0.005,Tropical forest,3.81,1701
"Brickle, 2002",34,Birds,Green peafowl,128,Pavo muticus,Galliformes,2.21,Inver,SC,Asia,Vietnam,107.724,13.094,No,Settlement,32,32,1.48,1.79,3.934,5.202,n calls/point count,7.5,-0.189,0.485,Tropical forest,7.85,298
"Lahm, 1993",11,Mammals,Crowned monkey,49,Cercopithecus pogonias,Primates,3.76,Frug,SC,Africa,Gabon,13.092,0.687,No,Road & Settlement,6,4,15.9,19.8,3.988,4.45,n/km2,8.5,-0.219,0.023,Tropical forest,0.87,619
"Mena et al.,2000",81,Mammals,White-fronted capuchin,30,Cebus albifrons,Primates,2.63,Omn,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,15.9,22.2,3.988,4.712,n/km2,2,-0.333,0.002,Tropical forest,0.27,1485
"Demmer et al., 2002",35,Birds,Great curassow,62,Crax rubra,Galliformes,4.13,Frug,S,C America,Honduras,-85,14.969,Yes,Settlement,3,3,5,5.667,4,9.815,n/km,1.93,-0.124,1.213,Tropical forest,0.29,348
"Gray and Phan, 2011",37,Mammals,Banteng,21,Bos javanicus,Cetartiodactyla,625,Herb,SC,Asia,Cambodia,107,12.71,Yes,Settlement,19,18,2.38,2.419,4.003,3.125,n/100 trap nights,8.75,-0.016,0.242,Tropical forest,0.46,865
Koerner et al. 2016,132,Birds,Black-casqued hornbill,268,Ceratogymna atrata,Bucerotiformes,1.19,Frug,S,Africa,Gabon,12.887,0.633,No,Settlement,70,100,2.91,1.39,4.016,1.5,n/km,#REF!,0.739,0.039,Tropical forest,0.87,754.4
"Doherty, 2005",139,Mammals,Collared peccary,129,Pecari tajacu,Cetartiodactyla,21.27,Herb,S,C America,Belize,-89.118,16.371,Yes,Settlement,1,1,16.22,13.471,4.027,3.67,obs/hour,1.05,0.186,0.136,Tropical forest,3.96,559.8
"Demmer et al., 2002",36,Mammals,Howler monkey,3,Alouatta palliata,Primates,7.27,Herb,S,C America,Honduras,-84.875,15.045,Yes,Settlement,3,3,2.333,1,4.042,1.732,n/km,1.93,0.847,2,Tropical forest,0.37,399
"Nunez-Iturri et al., 2007",84,Mammals,Nine-banded Armadillo,75,Dasypus novemcinctus,Cingulata,4.2,Inver,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,2.333,2.667,4.042,1.528,n/km,5.5,-0.133,1.109,Tropical forest,0.29,482
"Nunez-Iturri et al., 2007",84,Mammals,Ocelot,92,Leopardus pardalis,Carnivores,11.9,Carn,SC,S America,Peru,-70.917,-12.233,No,Settlement,3,3,2.333,4,4.042,1.732,n/km,5.5,-0.539,1.063,Tropical forest,0.29,482
"Stokes et al., 2010",48,Mammals,African Elephant,97,Loxodonta africana,Proboscidea,3940.03,Herb,C,Africa,Congo,16.801,1.963,Yes,Road & Settlement,11,14,2.182,4.286,4.045,5.441,n/km2,16,-0.675,0.428,Tropical forest,0.85,4481
"Martinez-Morales, 1999",46,Birds,Cozumel curassow,63,Crax rubra griscomi,Galliformes,3.94,Frug,S,C America,Mexico,-86.916,20.45,No,Road & Settlement,90,90,0.898,0.871,4.048,2.614,n/km2,4,0.031,0.326,Tropical forest,360.59,222
"Mena et al.,2000",81,Mammals,Black Agouti,229,Dasyprocta fuliginosa,Rodentia,3.5,Omn,S,S America,Ecuador,-77.165,-1.02,No,Settlement,60,60,16.7,16.7,4.087,4.087,n/km2,2,0,0.002,Tropical forest,0.27,1485
